,time_slot,day_of_week,T,RH,AH,PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),true_label,given_label,true_error
3817,evening,monday,31.7,28.2,1.2962,850.0,857.0,1503.0,695.0,-0.5776037351378869,-0.6474295050050564,0
3818,evening,monday,30.4,30.9,1.3219,919.0,788.0,1543.0,871.0,-0.3687586651842005,-0.4828063990543529,0
3819,evening,monday,29.5,32.1,1.3005,898.0,807.0,1508.0,879.0,-0.5079887118199915,-0.6337109128424977,0
3820,night,monday,28.0,34.9,1.2989,798.0,854.0,1459.0,780.0,-0.5776037351378869,-0.6885852814927321,0
3821,night,monday,28.2,36.6,1.3722,767.0,870.0,1443.0,728.0,-0.7864488050915732,-0.752605378251339,0
3822,night,tuesday,26.5,40.7,1.3873,787.0,830.0,1460.0,821.0,-0.8560638284094687,-0.6931581455469183,0
3823,night,tuesday,28.3,36.7,1.3878,658.0,964.0,1349.0,663.0,-1.064908898363155,-1.0681329979901872,0
3824,night,tuesday,25.7,43.8,1.4233,645.0,1001.0,1385.0,656.0,-1.1345239216810503,-1.1138616385320492,0
3825,night,tuesday,24.3,49.0,1.4666,626.0,1024.0,1397.0,639.0,-1.1345239216810503,-1.2556204242118216,0
3826,night,tuesday,24.3,48.3,1.4449,597.0,1069.0,1346.0,603.0,-1.204138944998946,-1.328786249078801,0
3827,morning,tuesday,23.6,49.2,1.4153,618.0,1039.0,1354.0,560.0,-1.204138944998946,-1.2922033366453114,0
3828,morning,tuesday,22.2,53.9,1.4201,791.0,841.0,1493.0,789.0,-0.7864488050915732,-0.8303440671725045,0
3829,morning,tuesday,22.5,52.3,1.41,1079.0,638.0,1761.0,1145.0,0.0489314747231723,0.0339272390686883,0
3830,morning,tuesday,24.3,47.8,1.4321,1181.0,580.0,1850.0,1302.0,0.2577765446768585,0.2031232090735779,0
3831,morning,tuesday,27.3,40.7,1.4548,1058.0,654.0,1695.0,1297.0,0.1185464980410675,0.0064900547435711,0
3832,morning,tuesday,33.3,28.2,1.4189,979.0,717.0,1633.0,1192.0,-0.0902985719126186,-0.0758214982317805,0
3862,afternoon,wednesday,36.4,27.1,1.6226,875.0,785.0,1590.0,711.0,-0.5079887118199915,-0.4004948460790012,0
3863,afternoon,wednesday,36.8,26.2,1.5984,942.0,735.0,1650.0,801.0,-0.2991436418663051,-0.2130074198573667,0
3864,evening,wednesday,36.4,26.8,1.6038,936.0,759.0,1630.0,770.0,-0.4383736885020959,-0.3136104290494633,0
3865,evening,wednesday,33.3,32.8,1.6527,947.0,733.0,1671.0,813.0,-0.2991436418663051,-0.2358717401282977,0
3866,evening,wednesday,31.3,39.5,1.7798,921.0,743.0,1683.0,851.0,-0.3687586651842005,-0.2770275166159736,0
3867,evening,wednesday,29.9,44.7,1.8511,896.0,738.0,1693.0,823.0,-0.5079887118199915,-0.3913491179706287,0
3868,night,wednesday,29.1,48.4,1.9186,816.0,804.0,1624.0,778.0,-0.5079887118199915,-0.3730576617538839,0
3869,night,wednesday,28.0,52.9,1.964,831.0,769.0,1686.0,827.0,-0.5079887118199915,-0.2541631963450426,0
3870,night,thursday,27.7,53.0,1.9423,799.0,800.0,1642.0,753.0,-0.6472187584557824,-0.5010978552710977,0
3871,night,thursday,27.7,52.6,1.9202,730.0,864.0,1551.0,726.0,-0.8560638284094687,-0.7983340187932011,0
3872,night,thursday,28.3,49.5,1.8782,608.0,1035.0,1465.0,597.0,-1.064908898363155,-1.132153094748794,0
3873,night,thursday,28.8,49.0,1.9112,565.0,1187.0,1444.0,473.0,-1.204138944998946,-1.264766152320194,0
3874,night,thursday,27.7,52.5,1.923,578.0,1144.0,1464.0,463.0,-1.1345239216810503,-1.2327561039408907,0
3875,morning,thursday,27.5,53.0,1.9097,611.0,1077.0,1494.0,526.0,-1.1345239216810503,-1.0955701823153046,0
3876,morning,thursday,27.1,54.4,1.9168,747.0,862.0,1605.0,712.0,-0.925678851727364,-0.6794395533843598,0
3877,morning,thursday,27.6,52.1,1.8936,889.0,725.0,1734.0,918.0,-0.5079887118199915,-0.1261230028278288,0
3878,morning,thursday,29.0,48.5,1.9133,891.0,721.0,1697.0,894.0,-0.6472187584557824,-0.2267260120199253,0
3879,morning,thursday,31.0,42.9,1.8909,824.0,803.0,1612.0,710.0,-0.7864488050915732,-0.4507963506750495,0
3880,morning,thursday,32.5,39.4,1.8982,834.0,793.0,1640.0,737.0,-0.6472187584557824,-0.3639119336455115,0
3881,morning,thursday,36.9,30.9,1.8934,816.0,830.0,1614.0,680.0,-0.7168337817736777,-0.4553692147292356,0
3882,morning,thursday,36.2,30.6,1.8105,824.0,822.0,1606.0,670.0,-0.6472187584557824,-0.4645149428376081,0
3883,afternoon,thursday,37.7,27.7,1.778,793.0,858.0,1549.0,654.0,-0.7168337817736777,-0.597128000409008,0
3884,afternoon,thursday,37.1,27.2,1.6874,803.0,852.0,1552.0,618.0,-0.7864488050915732,-0.6840124174385459,0
3885,afternoon,thursday,39.5,24.3,1.7216,784.0,870.0,1530.0,652.0,-0.7864488050915732,-0.6611480971676149,0
3886,afternoon,thursday,39.9,23.8,1.7127,849.0,813.0,1583.0,732.0,-0.6472187584557824,-0.4050677101331874,0
3887,afternoon,thursday,39.6,24.3,1.7255,953.0,723.0,1688.0,853.0,-0.2991436418663051,-0.0895400903943392,0
3888,evening,thursday,37.2,29.1,1.8185,919.0,735.0,1676.0,821.0,-0.2991436418663051,-0.2175802839115529,0
3889,evening,thursday,33.9,37.1,1.9264,952.0,702.0,1759.0,895.0,-0.2991436418663051,0.0247815109603159,0
3890,evening,thursday,31.6,43.6,1.9944,875.0,722.0,1748.0,927.0,-0.2991436418663051,-0.0438114498524771,0
3975,morning,monday,25.3,41.7,1.3243,1051.0,702.0,1659.0,1087.0,-0.0902985719126186,-0.4553692147292356,0
3977,morning,monday,32.9,24.9,1.2269,908.0,822.0,1466.0,826.0,-0.3687586651842005,-0.7937611547390149,0
3978,morning,monday,34.4,23.5,1.2541,808.0,912.0,1408.0,632.0,-0.5776037351378869,-0.953811396635532,0
3979,afternoon,monday,34.3,22.5,1.1974,748.0,955.0,1344.0,532.0,-0.7864488050915732,-1.1458716869113528,0
3980,afternoon,monday,33.4,21.6,1.0927,716.0,1005.0,1305.0,496.0,-0.8560638284094687,-1.2236103758325183,0
3981,afternoon,monday,36.1,18.4,1.0827,760.0,979.0,1314.0,513.0,-0.7864488050915732,-1.0909973182611183,0
3982,afternoon,monday,37.3,15.4,0.9692,775.0,979.0,1258.0,512.0,-0.7168337817736777,-1.1595902790739114,0
3983,afternoon,monday,36.8,16.2,0.9922,878.0,880.0,1363.0,615.0,-0.4383736885020959,-0.862354115551808,0
3984,evening,monday,34.9,20.9,1.1463,875.0,856.0,1406.0,600.0,-0.4383736885020959,-0.729741057980408,0
3985,evening,monday,30.8,26.5,1.1603,891.0,813.0,1442.0,634.0,-0.3687586651842005,-0.6794395533843598,0
3986,evening,monday,28.9,28.3,1.1078,926.0,758.0,1480.0,830.0,-0.2991436418663051,-0.7023038736552908,0
3987,evening,monday,27.0,30.7,1.079,837.0,808.0,1410.0,871.0,-0.5079887118199915,-0.8349169312266908,0
3988,night,monday,26.6,30.6,1.0459,846.0,819.0,1371.0,787.0,-0.6472187584557824,-0.9858214450148356,0
3989,night,monday,26.0,33.1,1.0955,797.0,845.0,1355.0,841.0,-0.7168337817736777,-0.953811396635532,0
3990,night,tuesday,24.1,37.9,1.1204,801.0,852.0,1400.0,862.0,-0.7168337817736777,-0.9446656685271596,0
3991,night,tuesday,22.2,43.1,1.1396,799.0,844.0,1409.0,881.0,-0.6472187584557824,-0.8760727077143666,0
3992,night,tuesday,22.8,41.3,1.1284,663.0,982.0,1265.0,709.0,-0.9952938750452596,-1.3653691615122907,0
3993,night,tuesday,21.2,43.8,1.088,590.0,1099.0,1245.0,602.0,-1.1345239216810503,-1.529992267462994,0
3994,night,tuesday,21.7,42.6,1.0907,563.0,1181.0,1208.0,492.0,-1.204138944998946,-1.5940123642216009,0
3995,morning,tuesday,20.2,47.1,1.1021,642.0,1057.0,1270.0,592.0,-0.9952938750452596,-1.484263626921132,0
3996,morning,tuesday,20.1,47.8,1.1093,798.0,866.0,1392.0,824.0,-0.7168337817736777,-1.109288774477863,0
3997,morning,tuesday,20.6,45.5,1.0925,977.0,725.0,1515.0,1014.0,-0.3687586651842005,-0.6657209612218011,0
3998,morning,tuesday,22.4,41.1,1.0979,1133.0,630.0,1662.0,1208.0,0.1185464980410675,-0.2816003806701598,0
3999,morning,tuesday,25.0,36.6,1.143,973.0,714.0,1509.0,1178.0,-0.3687586651842005,-0.4690878068917943,0
4000,morning,tuesday,29.9,26.2,1.0891,1021.0,714.0,1549.0,1176.0,-0.0902985719126186,-0.4690878068917943,0
4001,morning,tuesday,32.9,21.8,1.0714,911.0,800.0,1441.0,891.0,-0.3687586651842005,-0.6291380487883115,0
4002,morning,tuesday,35.0,17.9,0.99,959.0,787.0,1438.0,731.0,-0.3687586651842005,-0.6702938252759874,0
4003,afternoon,tuesday,34.6,18.2,0.9832,862.0,875.0,1363.0,626.0,-0.5776037351378869,-0.8577812514976217,0
4004,afternoon,tuesday,33.8,22.8,1.1781,811.0,896.0,1343.0,553.0,-0.7864488050915732,-0.8074797469015735,0
4005,afternoon,tuesday,36.3,19.5,1.1539,943.0,770.0,1509.0,770.0,-0.3687586651842005,-0.3410476133745805,0
4006,afternoon,tuesday,38.3,17.9,1.181,994.0,723.0,1549.0,938.0,-0.0902985719126186,-0.1581330512071322,0
4007,afternoon,tuesday,36.9,20.9,1.2864,927.0,757.0,1520.0,716.0,-0.2991436418663051,-0.2541631963450426,0
4008,evening,tuesday,33.9,30.0,1.56,938.0,728.0,1568.0,714.0,-0.2991436418663051,-0.1352687309362012,0
4009,evening,tuesday,29.8,43.4,1.7988,850.0,737.0,1604.0,702.0,-0.5079887118199915,-0.1764245074238771,0
4010,evening,tuesday,27.5,50.4,1.8274,773.0,749.0,1568.0,687.0,-0.5776037351378869,-0.3319018852662081,0
4011,evening,tuesday,27.5,50.4,1.8284,800.0,740.0,1604.0,739.0,-0.5776037351378869,-0.2358717401282977,0
4012,night,tuesday,28.1,48.0,1.7933,852.0,704.0,1639.0,867.0,-0.3687586651842005,-0.1855702355322495,0
4013,night,tuesday,26.9,49.6,1.7299,893.0,677.0,1678.0,927.0,-0.2295286185484095,-0.0803943622859667,0
4014,night,wednesday,26.0,48.0,1.5899,849.0,729.0,1609.0,872.0,-0.4383736885020959,-0.4325048944583046,0
4015,night,wednesday,24.9,50.6,1.5747,825.0,756.0,1559.0,848.0,-0.5776037351378869,-0.5605450879755184,0
4016,night,wednesday,23.7,53.2,1.5418,749.0,823.0,1464.0,777.0,-0.7168337817736777,-0.8257712031183183,0
4017,night,wednesday,24.5,50.9,1.5416,584.0,1102.0,1363.0,513.0,-1.1345239216810503,-1.351650569349732,0
4018,night,wednesday,22.9,56.1,1.5492,686.0,908.0,1439.0,651.0,-1.064908898363155,-1.0361229496108837,0
4019,morning,wednesday,23.3,55.5,1.5636,730.0,883.0,1493.0,774.0,-0.9952938750452596,-0.9035098920394838,0
4020,morning,wednesday,23.6,54.2,1.5583,829.0,784.0,1581.0,982.0,-0.7168337817736777,-0.5331079036504012,0
4021,morning,wednesday,24.9,52.9,1.643,1047.0,631.0,1815.0,1175.0,-0.1599135952305142,0.2854347620489297,0
4022,morning,wednesday,26.4,50.8,1.7166,1325.0,499.0,2143.0,1390.0,0.9539267778558131,0.9302085936891848,0
4023,morning,wednesday,28.1,47.4,1.7753,1168.0,557.0,1938.0,1352.0,0.5362366379484403,0.6466910223296399,0
4024,morning,wednesday,30.2,43.2,1.823,1053.0,623.0,1835.0,1152.0,0.0489314747231723,0.1848317528568331,0
4025,morning,wednesday,31.2,41.9,1.871,951.0,687.0,1729.0,1022.0,-0.0902985719126186,0.0522186952854331,0
4026,morning,wednesday,33.9,36.0,1.8692,927.0,707.0,1715.0,922.0,-0.2991436418663051,0.0019171906893849,0
4027,afternoon,wednesday,33.9,34.1,1.7754,894.0,736.0,1648.0,825.0,-0.3687586651842005,-0.2404446041824839,0
4028,afternoon,wednesday,34.4,30.6,1.6402,820.0,811.0,1535.0,630.0,-0.5776037351378869,-0.6337109128424977,0
4029,afternoon,wednesday,35.3,28.5,1.6034,826.0,808.0,1544.0,621.0,-0.5776037351378869,-0.574263680138077,0
4030,afternoon,wednesday,36.3,28.3,1.6851,814.0,808.0,1520.0,602.0,-0.5776037351378869,-0.4873792631085391,0
4031,afternoon,wednesday,35.3,29.4,1.6577,897.0,733.0,1592.0,668.0,-0.3687586651842005,-0.3684847976996978,0
4032,evening,wednesday,32.5,34.1,1.6453,802.0,821.0,1504.0,564.0,-0.5776037351378869,-0.6657209612218011,0
4033,evening,wednesday,29.1,42.1,1.6695,824.0,793.0,1541.0,581.0,-0.5079887118199915,-0.5651179520297046,0
4034,evening,wednesday,27.8,35.6,1.3116,811.0,804.0,1434.0,604.0,-0.5079887118199915,-0.8577812514976217,0
4035,evening,wednesday,27.0,30.0,1.0542,824.0,853.0,1346.0,590.0,-0.5776037351378869,-1.0909973182611183,0
4036,night,wednesday,26.3,37.3,1.2555,849.0,804.0,1479.0,650.0,-0.5079887118199915,-0.7846154266306424,0
4037,night,wednesday,25.2,40.8,1.2877,855.0,792.0,1474.0,745.0,-0.4383736885020959,-0.7160224658178493,0
4038,night,thursday,24.3,43.3,1.2973,857.0,753.0,1485.0,821.0,-0.4383736885020959,-0.6474295050050564,0
4039,night,thursday,23.3,45.3,1.2794,763.0,879.0,1388.0,656.0,-0.8560638284094687,-1.045268677719256,0
4040,night,thursday,24.1,44.0,1.3034,637.0,1048.0,1276.0,520.0,-1.064908898363155,-1.397379209891594,0
4041,night,thursday,23.8,44.8,1.3061,590.0,1122.0,1257.0,493.0,-1.1345239216810503,-1.4659721707043871,0
4043,morning,thursday,23.7,46.7,1.3501,640.0,1070.0,1293.0,595.0,-1.1345239216810503,-1.2281832398867043,0
4089,night,saturday,19.8,59.3,1.3505,699.0,912.0,1361.0,796.0,-1.064908898363155,-1.2601932882660078,0
4090,night,saturday,20.0,59.3,1.3681,621.0,1015.0,1322.0,714.0,-1.064908898363155,-1.456826442596015,0
4091,morning,saturday,22.5,48.6,1.3077,559.0,1145.0,1255.0,584.0,-1.204138944998946,-1.6534595969260215,0
4092,morning,saturday,19.5,57.0,1.2739,676.0,975.0,1303.0,676.0,-1.1345239216810503,-1.4065249379999665,0
4093,morning,saturday,19.6,56.1,1.2651,726.0,921.0,1330.0,685.0,-0.9952938750452596,-1.3379319771871734,0
4094,morning,saturday,20.7,53.3,1.287,861.0,767.0,1483.0,894.0,-0.6472187584557824,-0.8166254750099459,0
4095,morning,saturday,24.7,41.8,1.2839,913.0,744.0,1512.0,977.0,-0.2991436418663051,-0.6108465925715667,0
4096,morning,saturday,29.9,30.5,1.2616,945.0,733.0,1570.0,1034.0,-0.2295286185484095,-0.4553692147292356,0
4097,morning,saturday,32.3,27.2,1.2933,887.0,829.0,1478.0,737.0,-0.4383736885020959,-0.619992320679939,0
4098,morning,saturday,34.3,24.5,1.3021,867.0,828.0,1468.0,660.0,-0.6472187584557824,-0.6977310096011046,0
4099,afternoon,saturday,33.4,22.5,1.1398,805.0,886.0,1361.0,581.0,-0.7168337817736777,-0.949238532581346,0
4172,afternoon,tuesday,32.5,28.7,1.3796,935.0,726.0,1583.0,791.0,0.5362366379484403,-0.3684847976996978,0
4173,afternoon,tuesday,33.8,25.8,1.3338,1016.0,673.0,1625.0,832.0,-0.1599135952305142,-0.2404446041824839,0
4174,afternoon,tuesday,34.5,28.6,1.5393,882.0,756.0,1560.0,635.0,-0.5079887118199915,-0.3227561571578357,0
4175,afternoon,tuesday,32.7,33.0,1.5987,981.0,666.0,1676.0,733.0,-0.0902985719126186,-0.0803943622859667,0
4176,evening,tuesday,31.4,35.4,1.5972,1119.0,594.0,1806.0,912.0,0.3970065913126496,0.3357362666449779,0
4177,evening,tuesday,27.7,43.5,1.592,1121.0,568.0,1816.0,947.0,0.4666216146305448,0.3174448104282331,0
4178,evening,tuesday,26.2,47.8,1.5979,988.0,633.0,1694.0,899.0,-0.0902985719126186,-0.1444144590445736,0
4179,evening,tuesday,25.7,48.7,1.5825,1032.0,621.0,1730.0,984.0,-0.0206835485947231,-0.0712486341775943,0
4180,night,tuesday,25.2,50.1,1.58,1009.0,639.0,1655.0,955.0,-0.0902985719126186,-0.1718516433696909,0
4181,night,tuesday,24.4,53.4,1.6031,991.0,655.0,1672.0,966.0,-0.2295286185484095,-0.2175802839115529,0
4182,night,wednesday,23.7,55.4,1.6031,960.0,671.0,1637.0,899.0,-0.1599135952305142,-0.2953189728327184,0
4183,night,wednesday,22.8,58.5,1.5992,858.0,742.0,1544.0,780.0,-0.5776037351378869,-0.7205953298720356,0
4184,night,wednesday,22.8,58.5,1.5985,673.0,947.0,1412.0,636.0,-0.9952938750452596,-1.127580230694608,0
4185,night,wednesday,22.3,59.7,1.5889,628.0,994.0,1378.0,577.0,-1.1345239216810503,-1.2876304725911252,0
4186,night,wednesday,20.8,64.9,1.571,639.0,963.0,1391.0,596.0,-1.1345239216810503,-1.2464746961034492,0
4187,morning,wednesday,19.7,66.8,1.5184,728.0,802.0,1418.0,887.0,-1.064908898363155,-0.9035098920394838,0
4188,morning,wednesday,19.8,64.3,1.4678,921.0,687.0,1556.0,1115.0,-0.5776037351378869,-0.3273290212120219,0
4189,morning,wednesday,20.6,62.3,1.4915,1320.0,499.0,2001.0,1374.0,1.0235418011737087,0.6466910223296399,0
4190,morning,wednesday,23.2,54.0,1.5143,1669.0,393.0,2555.0,1644.0,1.9285371043063495,1.3692035428910605,0
4191,morning,wednesday,26.3,43.1,1.4542,1261.0,533.0,1941.0,1375.0,1.2323868711273949,0.4866407804331227,0
4192,morning,wednesday,29.1,35.4,1.4008,1077.0,633.0,1705.0,1199.0,0.0489314747231723,0.0156357828519435,0
4193,morning,wednesday,30.0,31.6,1.3176,1020.0,689.0,1603.0,992.0,-0.1599135952305142,-0.3867762539164425,0
4194,morning,wednesday,32.4,26.3,1.2594,1094.0,646.0,1675.0,966.0,0.0489314747231723,-0.2724546525617874,0
4195,afternoon,wednesday,31.3,29.1,1.3054,1024.0,700.0,1588.0,814.0,-0.0902985719126186,-0.3822033898622564,0
4196,afternoon,wednesday,31.1,28.6,1.2718,992.0,722.0,1580.0,727.0,-0.2991436418663051,-0.5239621755420287,0
4197,afternoon,wednesday,33.3,24.4,1.232,1060.0,686.0,1601.0,806.0,-0.0902985719126186,-0.3776305258080701,0
4198,afternoon,wednesday,35.5,21.2,1.2022,1060.0,705.0,1588.0,852.0,-0.0206835485947231,-0.3684847976996978,0
4199,afternoon,wednesday,34.6,22.0,1.189,1280.0,595.0,1791.0,1093.0,0.7450817079021269,0.1025201998814814,0
4200,evening,wednesday,33.3,23.6,1.1842,1339.0,567.0,1868.0,1211.0,1.3020018944452905,0.3174448104282331,0
4201,evening,wednesday,30.0,28.5,1.1896,1446.0,528.0,2061.0,1346.0,1.5804619877168724,0.6878467988173158,0
4202,evening,wednesday,28.0,33.0,1.2264,1133.0,599.0,1708.0,1200.0,0.6058516612663358,-0.0803943622859667,0
4203,evening,wednesday,27.2,37.4,1.3279,1029.0,650.0,1612.0,1192.0,0.0489314747231723,-0.1947159636406219,0
4204,night,wednesday,26.6,39.9,1.3657,958.0,700.0,1560.0,1074.0,-0.2991436418663051,-0.3639119336455115,0
4205,night,wednesday,25.3,41.7,1.3247,1037.0,635.0,1632.0,1161.0,-0.1599135952305142,-0.2541631963450426,0
4206,night,thursday,24.3,44.7,1.3432,1029.0,622.0,1663.0,1210.0,-0.0902985719126186,-0.2312988760741115,0
4207,night,thursday,24.4,45.6,1.3779,880.0,726.0,1484.0,1050.0,-0.4383736885020959,-0.6794395533843598,0
4208,night,thursday,23.1,49.9,1.3891,776.0,846.0,1416.0,873.0,-0.925678851727364,-1.081851590152746,0
4209,night,thursday,22.7,51.3,1.3977,661.0,977.0,1312.0,766.0,-1.064908898363155,-1.2739118804285663,0
4210,night,thursday,21.8,54.1,1.4004,709.0,907.0,1348.0,835.0,-1.064908898363155,-1.264766152320194,0
4211,morning,thursday,21.0,56.9,1.3999,745.0,866.0,1394.0,901.0,-0.9952938750452596,-1.1230073666404217,0
4212,morning,thursday,21.8,55.5,1.4323,803.0,819.0,1471.0,853.0,-0.925678851727364,-0.949238532581346,0
4213,morning,thursday,21.6,57.2,1.4607,1297.0,542.0,1997.0,1321.0,0.5362366379484403,0.5735251974626606,0
4214,morning,thursday,22.8,54.2,1.4886,1552.0,419.0,2366.0,1738.0,2.137382174260036,1.6161382018171155,0
4215,morning,thursday,26.2,45.0,1.5098,1261.0,514.0,1940.0,1603.0,0.8146967312200221,0.6741282066547571,0
4247,afternoon,friday,39.3,16.0,1.1138,1348.0,565.0,1830.0,1445.0,1.719692034352663,0.5415151490833572,1
4248,evening,friday,37.0,23.6,1.4639,1382.0,529.0,1961.0,1543.0,1.5108469643989766,1.0811131074773297,0
4249,evening,friday,33.2,30.1,1.5095,1417.0,488.0,2092.0,1674.0,1.9285371043063495,1.4332236396496674,0
4250,evening,friday,31.0,33.1,1.462,1188.0,546.0,1843.0,1524.0,1.3020018944452905,0.8890528172015089,0
4251,evening,friday,29.5,33.4,1.3562,1088.0,619.0,1662.0,1339.0,0.3273915679947541,0.3174448104282331,0
4252,night,friday,29.1,36.7,1.4502,904.0,709.0,1460.0,992.0,-0.5776037351378869,-0.3730576617538839,0
4253,night,friday,27.8,40.7,1.5002,902.0,702.0,1516.0,1048.0,-0.4383736885020959,-0.1398415949903874,0
4254,night,saturday,26.0,45.3,1.4999,1029.0,601.0,1628.0,1362.0,0.0489314747231723,0.3951834993493986,0
4255,night,saturday,25.8,45.4,1.487,845.0,738.0,1430.0,978.0,-0.6472187584557824,-0.4782335350001667,0
4256,night,saturday,25.4,45.9,1.4684,820.0,772.0,1400.0,935.0,-0.8560638284094687,-0.5651179520297046,0
4257,night,saturday,25.2,46.4,1.464,735.0,816.0,1409.0,906.0,-0.925678851727364,-0.6977310096011046,0
4258,night,saturday,23.0,52.7,1.4568,747.0,813.0,1431.0,913.0,-0.925678851727364,-0.6794395533843598,0
4259,morning,saturday,22.1,54.5,1.4337,744.0,809.0,1419.0,903.0,-0.925678851727364,-0.6977310096011046,0
4260,morning,saturday,22.5,53.6,1.4422,780.0,795.0,1467.0,898.0,-0.7864488050915732,-0.6154194566257528,0
4261,morning,saturday,22.0,55.4,1.4436,945.0,636.0,1613.0,1165.0,-0.2991436418663051,-0.1032586825568978,0
4262,morning,saturday,23.4,51.6,1.4639,1016.0,595.0,1681.0,1260.0,-0.1599135952305142,0.2214146652903228,0
4263,morning,saturday,26.7,43.0,1.4808,988.0,615.0,1634.0,1250.0,-0.0902985719126186,0.2076960731277641,0
4264,morning,saturday,31.3,32.9,1.4771,1021.0,649.0,1644.0,1226.0,0.0489314747231723,0.4180478196203296,0
4265,morning,saturday,34.8,27.1,1.4837,1080.0,622.0,1697.0,1188.0,0.1185464980410675,0.5277965569207986,0
4266,morning,saturday,38.3,21.5,1.4263,1091.0,638.0,1637.0,1072.0,0.1185464980410675,0.3220176744824193,0
4267,afternoon,saturday,37.1,21.2,1.3107,969.0,729.0,1459.0,782.0,-0.2295286185484095,-0.2221531479657391,0
4268,afternoon,saturday,37.3,20.3,1.2771,897.0,798.0,1351.0,594.0,-0.5079887118199915,-0.4462234866208632,0
4269,afternoon,saturday,38.3,19.3,1.2736,913.0,787.0,1373.0,607.0,-0.3687586651842005,-0.3730576617538839,0
4270,afternoon,saturday,40.7,17.0,1.2793,1046.0,682.0,1564.0,879.0,0.1185464980410675,0.1528217044775297,0
4271,afternoon,saturday,39.5,18.5,1.3076,1059.0,664.0,1580.0,945.0,0.188161521358963,0.2214146652903228,0
4272,evening,saturday,36.6,22.6,1.3664,978.0,705.0,1538.0,946.0,-0.0206835485947231,0.0110629187977573,0
4273,evening,saturday,32.8,28.2,1.3842,944.0,730.0,1524.0,882.0,-0.2295286185484095,-0.0483843139066633,0
4274,evening,saturday,30.7,30.7,1.3338,890.0,765.0,1408.0,735.0,-0.2991436418663051,-0.3364747493203943,0
4275,evening,saturday,30.1,28.7,1.2052,988.0,720.0,1490.0,874.0,-0.1599135952305142,-0.2541631963450426,0
4276,night,saturday,29.7,25.4,1.044,901.0,812.0,1369.0,731.0,-0.3687586651842005,-0.597128000409008,0
4277,night,saturday,29.6,24.3,0.9889,1094.0,706.0,1537.0,926.0,0.3273915679947541,-0.1261230028278288,0
4278,night,sunday,28.0,29.1,1.0846,1558.0,473.0,2052.0,1652.0,2.5550723141674085,1.3189020382950123,1
4279,night,sunday,27.2,33.3,1.1788,1255.0,555.0,1694.0,1452.0,0.6058516612663358,0.38146490718684,0
4280,night,sunday,27.5,30.9,1.1155,870.0,792.0,1376.0,943.0,-0.4383736885020959,-0.6428566409508701,0
4281,night,sunday,27.1,33.3,1.1762,721.0,912.0,1264.0,594.0,-0.8560638284094687,-0.9721028528522768,0
4282,night,sunday,26.4,35.1,1.1919,769.0,879.0,1335.0,607.0,-0.7168337817736777,-0.8303440671725045,0
4283,morning,sunday,25.6,37.6,1.2131,734.0,864.0,1338.0,646.0,-0.8560638284094687,-0.9035098920394838,0
4284,morning,sunday,25.4,38.6,1.2352,600.0,1102.0,1252.0,542.0,-0.9952938750452596,-1.17330887123647,0
4285,morning,sunday,25.5,38.2,1.2296,647.0,964.0,1250.0,550.0,-1.064908898363155,-1.0498415417734424,0
4286,morning,sunday,27.0,34.3,1.2089,618.0,1042.0,1231.0,488.0,-0.9952938750452596,-1.1138616385320492,0
4287,morning,sunday,29.9,29.6,1.2296,638.0,1059.0,1248.0,484.0,-0.925678851727364,-1.0315500855566977,0
4288,morning,sunday,31.9,26.8,1.2477,654.0,1037.0,1254.0,481.0,-0.8560638284094687,-0.9675299887980908,0
4289,morning,sunday,33.0,23.5,1.1583,633.0,1071.0,1214.0,453.0,-0.7864488050915732,-1.0269772215025117,0
4290,morning,sunday,34.5,19.3,1.0369,651.0,1096.0,1193.0,443.0,-0.8560638284094687,-1.127580230694608,0
4291,afternoon,sunday,33.2,19.0,0.9533,611.0,1191.0,1138.0,403.0,-0.9952938750452596,-1.3196405209704285,0
4292,afternoon,sunday,32.2,20.5,0.9699,597.0,1255.0,1106.0,361.0,-1.064908898363155,-1.374514889620663,0
4293,afternoon,sunday,32.6,17.5,0.8467,576.0,1327.0,1060.0,342.0,-1.064908898363155,-1.4934093550295044,0
4294,afternoon,sunday,33.0,17.5,0.8683,633.0,1228.0,1103.0,366.0,-0.925678851727364,-1.3150676569162425,0
4295,afternoon,sunday,32.9,17.5,0.8622,678.0,1153.0,1139.0,434.0,-0.8560638284094687,-1.132153094748794,0
4296,evening,sunday,31.6,18.0,0.8243,728.0,1046.0,1167.0,514.0,-0.7168337817736777,-1.0544144058276286,0
4297,evening,sunday,29.3,20.4,0.8162,859.0,897.0,1267.0,718.0,-0.2991436418663051,-0.729741057980408,0
4298,evening,sunday,27.8,24.4,0.9002,786.0,930.0,1245.0,705.0,-0.4383736885020959,-0.7708968344680839,0
4299,evening,sunday,27.1,26.9,0.9524,859.0,845.0,1341.0,799.0,-0.3687586651842005,-0.5605450879755184,0
4300,night,sunday,26.3,29.5,0.9959,845.0,832.0,1349.0,856.0,-0.2991436418663051,-0.4690878068917943,0
4301,night,sunday,25.9,32.9,1.0826,769.0,878.0,1315.0,667.0,-0.5776037351378869,-0.6657209612218011,0
4302,night,monday,25.3,36.9,1.1764,717.0,911.0,1322.0,579.0,-0.5776037351378869,-0.7023038736552908,0
