,true_error,time_slot,day_of_week,T,RH,AH,PT08.S1(CO),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),true_label,given_label
527,0,night,thursday,7.6,80.6,0.8437,890.0,1183.0,1338.0,781.0,0.2879,0.7155
528,0,night,thursday,8.3,75.6,0.8302,823.0,1366.0,1263.0,699.0,0.1737,0.6048
529,0,morning,thursday,8.1,72.1,0.7798,869.0,1291.0,1288.0,723.0,0.3108,0.6836
530,0,morning,thursday,8.1,70.4,0.7609,939.0,1169.0,1384.0,797.0,0.2696,0.8029
531,0,morning,thursday,8.1,70.5,0.7627,1274.0,820.0,1723.0,1138.0,1.0329,1.1809
532,1,morning,thursday,9.9,64.3,0.7859,1512.0,596.0,2189.0,1605.0,3.6652,1.578
533,1,morning,thursday,13.0,54.2,0.809,1435.0,676.0,1885.0,1569.0,2.6735,1.3533
534,0,morning,thursday,16.5,42.6,0.7912,1207.0,813.0,1620.0,1319.0,1.4807,1.1084
535,0,morning,thursday,19.3,34.2,0.7566,1223.0,818.0,1678.0,1198.0,1.4076,1.1446
536,0,morning,thursday,21.5,27.4,0.6941,1121.0,865.0,1541.0,958.0,1.0877,1.0925
537,0,afternoon,thursday,20.4,26.7,0.6323,1176.0,816.0,1609.0,1068.0,1.3756,1.1958
538,0,afternoon,thursday,20.6,22.6,0.5432,1144.0,845.0,1551.0,1010.0,1.3436,1.1862
539,0,afternoon,thursday,20.6,24.8,0.5931,1136.0,856.0,1552.0,928.0,1.6133,1.1596
540,0,afternoon,thursday,21.0,25.4,0.6264,1085.0,888.0,1454.0,816.0,0.9552,1.069
541,1,afternoon,thursday,21.5,24.5,0.6203,1297.0,723.0,1798.0,1216.0,2.4587,1.3704
542,1,evening,thursday,19.3,28.6,0.6357,1408.0,646.0,1972.0,1463.0,3.6927,1.495
543,1,evening,thursday,18.0,32.9,0.6737,1618.0,579.0,2167.0,1791.0,4.4513,1.6291
544,1,evening,thursday,15.8,39.8,0.7096,1319.0,746.0,1699.0,1425.0,2.4862,1.2479
545,0,evening,thursday,15.3,41.5,0.7194,1045.0,968.0,1410.0,922.0,0.6307,0.9125
546,0,night,thursday,14.1,46.0,0.7363,1058.0,993.0,1411.0,971.0,0.4205,0.8774
547,0,night,friday,12.0,67.9,0.9523,1176.0,866.0,1560.0,1151.0,0.7724,0.9764
548,0,night,saturday,12.0,66.9,0.9336,1047.0,1014.0,1449.0,975.0,0.3519,0.8337
549,0,night,saturday,11.5,70.1,0.9503,1116.0,929.0,1533.0,1034.0,0.4479,0.9093
550,0,night,saturday,11.4,69.8,0.939,1074.0,951.0,1507.0,980.0,0.4662,0.8859
551,0,night,saturday,11.1,69.3,0.9128,922.0,1142.0,1390.0,825.0,0.2971,0.7315
552,0,night,saturday,10.8,70.3,0.9092,898.0,1163.0,1386.0,807.0,0.3153,0.7123
553,0,morning,saturday,10.2,73.4,0.9129,970.0,1121.0,1435.0,842.0,0.4067,0.7539
554,0,morning,saturday,10.8,70.5,0.9142,1073.0,988.0,1500.0,950.0,0.6124,0.8646
555,0,morning,saturday,11.0,71.0,0.9279,1081.0,895.0,1591.0,1024.0,0.7175,0.9647
556,0,morning,saturday,12.4,64.0,0.9206,1159.0,837.0,1663.0,1098.0,0.7632,1.0392
557,0,morning,saturday,15.0,53.1,0.8993,1112.0,869.0,1588.0,1011.0,0.7175,0.9913
558,0,morning,saturday,16.6,44.4,0.8313,1112.0,897.0,1542.0,931.0,0.7861,0.9764
559,0,morning,saturday,18.0,38.4,0.7862,1063.0,971.0,1481.0,811.0,0.521,0.9338
560,0,morning,saturday,20.6,30.0,0.7213,1032.0,973.0,1457.0,756.0,0.7586,0.9498
561,0,afternoon,saturday,19.9,26.7,0.6137,936.0,1054.0,1336.0,607.0,0.4296,0.8827
562,0,afternoon,saturday,19.8,23.1,0.5283,883.0,1152.0,1238.0,498.0,0.4936,0.8156
563,0,afternoon,saturday,21.4,22.7,0.5722,942.0,1055.0,1318.0,540.0,0.4479,0.9072
564,0,afternoon,saturday,22.1,21.3,0.5605,943.0,1084.0,1296.0,544.0,0.6033,0.9051
565,0,afternoon,saturday,21.1,24.5,0.604,1007.0,1027.0,1357.0,620.0,0.6581,0.9317
566,0,evening,saturday,18.3,31.6,0.6562,1037.0,949.0,1426.0,740.0,0.7541,0.9871
567,0,evening,saturday,16.1,35.0,0.6372,1127.0,871.0,1534.0,921.0,0.9597,1.0882
568,0,evening,saturday,14.8,41.5,0.6929,1123.0,861.0,1551.0,1033.0,1.2659,1.0605
569,0,evening,saturday,13.2,50.3,0.7577,1110.0,916.0,1487.0,984.0,0.7678,0.9679
570,0,night,saturday,12.3,55.5,0.7916,1247.0,812.0,1618.0,1193.0,1.1334,1.1042
571,0,night,saturday,11.8,56.6,0.7833,1220.0,844.0,1545.0,1219.0,1.074,1.0297
572,0,night,sunday,11.2,56.2,0.7469,1028.0,1047.0,1326.0,913.0,0.3839,0.8199
573,0,night,sunday,11.0,56.6,0.7418,978.0,1144.0,1304.0,750.0,0.3428,0.7571
574,0,night,sunday,9.3,64.3,0.7531,949.0,1160.0,1310.0,772.0,0.2833,0.739
575,0,night,sunday,8.8,66.0,0.7501,910.0,1162.0,1329.0,712.0,0.3016,0.7549
576,0,night,sunday,7.8,70.4,0.7463,863.0,1224.0,1286.0,712.0,0.2239,0.6932
577,0,morning,sunday,7.7,70.7,0.7463,836.0,1244.0,1306.0,727.0,0.1737,0.6847
578,0,morning,sunday,7.4,71.0,0.7346,856.0,1259.0,1301.0,746.0,0.2011,0.6857
579,0,morning,sunday,8.2,66.6,0.7283,888.0,1240.0,1298.0,733.0,0.2742,0.6932
580,0,morning,sunday,8.7,64.3,0.7267,912.0,1196.0,1343.0,727.0,0.4022,0.739
581,0,morning,sunday,13.0,47.9,0.7116,938.0,1177.0,1320.0,642.0,0.3199,0.7517
582,0,morning,sunday,17.4,35.4,0.699,1053.0,1040.0,1386.0,810.0,0.4296,0.8763
583,0,morning,sunday,20.2,29.2,0.683,1087.0,1014.0,1412.0,851.0,0.5758,0.9264
584,0,morning,sunday,22.7,22.9,0.6224,1153.0,969.0,1425.0,911.0,0.8272,1.0062
585,0,afternoon,sunday,22.3,22.4,0.5955,894.0,1209.0,1200.0,611.0,0.3016,0.756
586,0,afternoon,sunday,22.2,18.9,0.4993,797.0,1452.0,1076.0,368.0,0.2468,0.6453
587,0,afternoon,sunday,22.0,19.0,0.4969,854.0,1409.0,1108.0,369.0,0.2194,0.7006
588,0,afternoon,sunday,21.0,23.6,0.5788,892.0,1348.0,1150.0,394.0,0.3016,0.7081
589,0,afternoon,sunday,19.6,27.4,0.6162,935.0,1299.0,1183.0,415.0,0.2971,0.7155
590,0,evening,sunday,17.9,30.8,0.6258,989.0,1225.0,1233.0,469.0,0.3108,0.7549
591,0,evening,sunday,16.4,35.3,0.6532,1063.0,1079.0,1285.0,607.0,0.5393,0.8486
592,0,evening,sunday,15.6,37.5,0.6575,922.0,1220.0,1205.0,498.0,0.2971,0.7177
593,0,evening,sunday,15.5,36.7,0.6438,925.0,1223.0,1217.0,481.0,0.2879,0.7241
594,0,night,sunday,14.5,39.0,0.6428,924.0,1272.0,1186.0,465.0,0.2788,0.69
595,0,night,sunday,14.2,38.2,0.6163,914.0,1256.0,1187.0,478.0,0.2879,0.7038
596,0,night,monday,13.7,38.3,0.5957,840.0,1474.0,1094.0,366.0,0.1417,0.592
597,0,night,monday,14.1,34.0,0.5442,799.0,1615.0,1036.0,332.0,0.1325,0.5473
598,0,night,monday,14.6,34.0,0.5605,856.0,1448.0,1111.0,346.0,0.1554,0.6186
599,0,night,monday,14.4,32.8,0.5364,830.0,1452.0,1066.0,350.0,0.1554,0.5963
600,0,night,monday,13.9,30.9,0.4868,753.0,1822.0,955.0,274.0,0.0411,0.4919
601,0,morning,monday,13.5,37.9,0.5852,785.0,1923.0,1003.0,263.0,0.064,0.477
602,0,morning,monday,13.9,43.6,0.6871,835.0,1756.0,1117.0,314.0,0.1051,0.5026
603,0,morning,monday,13.5,50.1,0.7706,865.0,1613.0,1185.0,367.0,0.1645,0.526
604,0,morning,monday,13.3,53.6,0.8169,922.0,1453.0,1246.0,432.0,0.1782,0.5761
605,0,morning,monday,13.4,56.0,0.8576,975.0,1268.0,1293.0,536.0,0.1737,0.6367
606,0,morning,monday,13.0,59.6,0.886,1040.0,1210.0,1325.0,555.0,0.2514,0.6879
607,0,morning,monday,12.7,62.7,0.9173,1115.0,1105.0,1384.0,677.0,0.3428,0.7528
608,0,morning,monday,12.1,60.5,0.8505,1004.0,1201.0,1305.0,557.0,0.2925,0.6825
609,0,afternoon,monday,11.2,64.4,0.8537,895.0,1415.0,1229.0,421.0,0.1782,0.5707
610,0,afternoon,monday,10.7,67.6,0.8703,917.0,1415.0,1257.0,423.0,0.1919,0.5995
611,0,afternoon,monday,11.4,61.2,0.8236,1025.0,1189.0,1325.0,519.0,0.3565,0.7336
612,0,afternoon,monday,9.9,70.5,0.8581,1035.0,1222.0,1301.0,533.0,0.3153,0.7028
613,0,afternoon,monday,10.3,65.2,0.8151,1025.0,1197.0,1313.0,537.0,0.3062,0.7262
614,0,evening,monday,11.0,58.9,0.7714,1040.0,1149.0,1324.0,612.0,0.3793,0.7507
615,0,evening,monday,10.6,59.5,0.7595,1070.0,1065.0,1369.0,697.0,0.361,0.8263
616,0,evening,monday,10.6,57.7,0.7362,964.0,1176.0,1292.0,573.0,0.3108,0.7368
617,0,evening,monday,10.6,56.1,0.7149,904.0,1269.0,1233.0,489.0,0.2559,0.6761
618,0,night,monday,10.3,58.0,0.7239,913.0,1271.0,1234.0,474.0,0.2239,0.6666
619,0,night,monday,10.4,58.4,0.7352,914.0,1322.0,1230.0,455.0,0.2559,0.6495
620,0,night,tuesday,10.7,58.2,0.7459,893.0,1368.0,1219.0,433.0,0.2194,0.625
621,0,night,tuesday,10.5,59.9,0.7624,844.0,1499.0,1176.0,376.0,0.1234,0.5665
622,0,night,tuesday,10.5,60.8,0.7704,837.0,1581.0,1182.0,360.0,0.1325,0.5516
623,0,night,tuesday,10.6,63.1,0.8068,868.0,1482.0,1215.0,384.0,0.1462,0.5643
624,0,night,tuesday,11.1,60.1,0.7925,825.0,1565.0,1171.0,363.0,0.2148,0.5207
625,0,morning,tuesday,10.1,68.4,0.8443,956.0,1251.0,1356.0,525.0,0.3016,0.6985
626,0,morning,tuesday,10.0,68.7,0.8456,1124.0,960.0,1531.0,873.0,0.7449,0.9083
627,1,morning,tuesday,11.0,64.2,0.8398,1496.0,667.0,2011.0,1399.0,2.3948,1.3544
628,1,morning,tuesday,12.0,58.1,0.8138,1452.0,620.0,2057.0,1501.0,3.0026,1.4417
629,0,morning,tuesday,12.8,52.0,0.7643,1172.0,797.0,1641.0,1186.0,1.4807,1.1095
630,0,morning,tuesday,12.6,50.8,0.7387,1020.0,956.0,1426.0,911.0,0.6581,0.9274
631,0,morning,tuesday,13.8,47.4,0.7435,1044.0,934.0,1471.0,919.0,0.617,0.9583
632,0,morning,tuesday,15.1,42.7,0.7294,1020.0,972.0,1429.0,791.0,0.6398,0.9221
633,0,afternoon,tuesday,16.3,38.1,0.7006,1009.0,994.0,1439.0,751.0,0.6444,0.9423
634,0,afternoon,tuesday,16.6,36.7,0.6867,1073.0,935.0,1537.0,805.0,0.8272,1.0286
635,0,afternoon,tuesday,15.8,40.5,0.7241,1098.0,877.0,1527.0,966.0,1.0374,1.0339
636,0,afternoon,tuesday,16.3,41.8,0.7712,1061.0,920.0,1462.0,869.0,0.681,0.9445
637,0,afternoon,tuesday,16.1,42.8,0.7783,1289.0,755.0,1791.0,1196.0,1.9423,1.233
638,1,evening,tuesday,15.3,46.8,0.8074,1442.0,630.0,2004.0,1523.0,3.0574,1.4236
639,1,evening,tuesday,14.7,47.0,0.7815,1479.0,631.0,1995.0,1579.0,3.1077,1.43
640,0,evening,tuesday,14.1,49.6,0.7931,1266.0,726.0,1747.0,1370.0,2.0383,1.2117
641,0,evening,tuesday,13.5,54.1,0.8351,1149.0,845.0,1577.0,1204.0,0.9369,1.0137
642,0,night,tuesday,12.3,59.2,0.8461,1168.0,843.0,1586.0,1201.0,0.8866,1.0158
643,0,night,tuesday,11.6,62.2,0.851,1079.0,925.0,1463.0,1122.0,0.5256,0.9019
644,0,night,wednesday,11.5,61.4,0.8303,1047.0,1032.0,1379.0,1003.0,0.3382,0.8092
645,0,night,wednesday,10.9,64.6,0.8395,936.0,1086.0,1364.0,918.0,0.3885,0.7507
646,0,night,wednesday,11.1,63.2,0.8331,900.0,1207.0,1307.0,836.0,0.3016,0.6761
647,0,night,wednesday,10.7,64.4,0.8284,839.0,1325.0,1285.0,759.0,0.2742,0.6133
648,0,night,wednesday,10.7,63.8,0.8174,840.0,1349.0,1275.0,755.0,0.1828,0.5995
649,0,morning,wednesday,10.2,65.8,0.8196,905.0,1191.0,1346.0,820.0,0.2148,0.7134
650,0,morning,wednesday,10.3,65.6,0.8225,1079.0,947.0,1535.0,998.0,0.5301,0.9317
651,0,morning,wednesday,10.8,64.0,0.8307,1417.0,669.0,1921.0,1403.0,2.1845,1.3267
652,1,morning,wednesday,13.3,55.6,0.8453,1529.0,569.0,2278.0,1641.0,3.8206,1.594
653,1,morning,wednesday,15.8,46.8,0.8328,1397.0,659.0,1906.0,1534.0,2.9934,1.3289
654,0,morning,wednesday,19.5,34.4,0.7738,1214.0,780.0,1662.0,1257.0,1.4259,1.1297
655,0,morning,wednesday,21.1,30.2,0.745,1109.0,882.0,1518.0,1026.0,0.8912,0.9956
656,0,morning,wednesday,18.4,34.2,0.7185,1122.0,859.0,1571.0,993.0,1.0877,1.0573
657,1,morning,thursday,13.5,53.4,0.8196,1489.0,633.0,1889.0,1638.0,2.4496,1.3523
658,0,morning,thursday,15.0,49.3,0.8364,1451.0,661.0,1804.0,1633.0,2.1982,1.298
659,0,morning,thursday,17.1,42.1,0.812,1454.0,661.0,1809.0,1654.0,2.1023,1.3044
660,1,morning,thursday,18.4,36.9,0.7758,1392.0,689.0,1792.0,1559.0,2.7284,1.2884
661,0,afternoon,thursday,19.3,35.4,0.7824,1351.0,709.0,1783.0,1374.0,2.1251,1.2884
662,1,afternoon,thursday,19.2,35.7,0.7826,1418.0,681.0,1890.0,1418.0,2.477,1.3651
663,0,afternoon,thursday,21.5,30.4,0.7677,1303.0,748.0,1734.0,1228.0,1.9971,1.2171
664,0,afternoon,thursday,19.6,34.6,0.7807,1292.0,746.0,1676.0,1293.0,1.7504,1.1883
665,1,afternoon,thursday,19.6,35.5,0.8017,1560.0,594.0,2046.0,1642.0,3.5556,1.5045
666,1,evening,thursday,18.3,44.1,0.9183,1765.0,533.0,2271.0,1895.0,4.2319,1.6046
667,1,evening,thursday,17.4,47.8,0.9392,1875.0,482.0,2446.0,2086.0,5.4339,1.7431
668,1,evening,thursday,16.8,49.8,0.9446,1746.0,553.0,2119.0,1898.0,3.7658,1.5003
669,1,evening,thursday,16.2,53.2,0.9723,1607.0,587.0,1960.0,1758.0,3.0163,1.3736
670,0,night,thursday,14.9,59.1,0.9928,1277.0,802.0,1607.0,1284.0,0.9277,1.0137
671,0,night,thursday,13.9,64.0,1.013,1207.0,877.0,1532.0,1075.0,0.6215,0.9242
672,0,night,friday,13.7,66.8,1.041,1209.0,882.0,1547.0,1084.0,0.521,0.9189
673,0,night,friday,13.4,69.6,1.0688,1189.0,887.0,1566.0,1049.0,0.5027,0.8987
674,0,night,friday,12.8,71.9,1.0632,1132.0,899.0,1532.0,1021.0,0.5804,0.8625
675,0,night,friday,12.9,68.5,1.0155,974.0,1159.0,1387.0,778.0,0.3108,0.6761
676,0,night,friday,11.9,74.8,1.038,1033.0,1030.0,1420.0,948.0,0.3199,0.7304
677,0,morning,friday,11.6,76.4,1.0415,1075.0,941.0,1505.0,988.0,0.425,0.8327
678,0,morning,friday,11.7,75.3,1.0325,1242.0,778.0,1686.0,1184.0,0.8181,1.0414
679,0,morning,friday,12.8,71.0,1.0428,1657.0,579.0,2176.0,1600.0,2.3902,1.4737
680,1,morning,friday,13.8,61.1,0.9595,1406.0,636.0,1890.0,1495.0,2.4953,1.3395
681,0,morning,friday,15.3,51.4,0.8886,1150.0,827.0,1590.0,1188.0,1.1471,1.036
682,0,morning,friday,16.6,48.7,0.9146,1184.0,823.0,1604.0,1166.0,1.0146,1.0467
683,0,morning,friday,17.6,46.7,0.9324,1223.0,781.0,1666.0,1219.0,0.9689,1.0797
684,0,morning,friday,19.2,42.7,0.9425,1196.0,802.0,1644.0,1128.0,1.2019,1.0616
685,1,afternoon,friday,15.7,62.5,1.1092,1559.0,653.0,2047.0,1373.0,2.445,1.3491
686,1,afternoon,friday,14.5,75.7,1.2425,1544.0,613.0,2066.0,1415.0,2.7832,1.348
687,0,afternoon,friday,14.4,77.4,1.2654,1485.0,650.0,1980.0,1302.0,2.052,1.3022
688,1,afternoon,friday,14.6,74.9,1.2391,1498.0,649.0,1963.0,1308.0,2.4496,1.3097
689,1,afternoon,friday,14.6,76.0,1.2573,1593.0,582.0,2159.0,1449.0,3.3956,1.4673
690,1,evening,friday,14.0,76.3,1.2166,1529.0,627.0,2083.0,1385.0,2.6278,1.3938
691,1,evening,friday,13.9,78.0,1.2303,1689.0,560.0,2298.0,1492.0,3.5784,1.5695
692,1,evening,friday,13.8,78.0,1.2229,1535.0,627.0,2039.0,1380.0,3.2265,1.3789
693,0,evening,friday,13.5,79.4,1.2224,1304.0,737.0,1811.0,1167.0,1.3665,1.1361
694,0,night,friday,13.1,80.1,1.2016,1235.0,803.0,1680.0,1095.0,0.7267,1.0254
695,0,night,friday,12.8,81.0,1.1915,1281.0,794.0,1695.0,1105.0,0.7815,1.0403
696,0,night,saturday,12.7,80.6,1.1819,1167.0,846.0,1627.0,1051.0,0.7404,0.9626
697,0,night,saturday,12.5,81.8,1.1838,1134.0,869.0,1599.0,1009.0,0.5073,0.9189
698,0,night,saturday,12.7,81.2,1.1849,1100.0,887.0,1565.0,972.0,0.6124,0.8827
699,0,morning,friday,14.2,52.2,0.8413,852.0,1186.0,1321.0,793.0,0.2102,0.6879
700,0,morning,friday,14.3,55.4,0.9003,923.0,1041.0,1418.0,906.0,0.2559,0.806
701,0,morning,friday,14.0,58.0,0.9202,1490.0,627.0,2119.0,1541.0,2.0657,1.4566
702,1,morning,friday,15.4,53.3,0.9289,1662.0,523.0,2417.0,1861.0,4.0217,1.6781
703,1,morning,friday,19.1,42.1,0.9233,1553.0,621.0,2030.0,1895.0,3.4687,1.4417
704,0,morning,friday,23.7,31.0,0.8968,1423.0,706.0,1887.0,1684.0,1.8006,1.3278
705,1,morning,friday,26.9,25.7,0.8942,1458.0,677.0,1947.0,1731.0,2.9203,1.4375
706,1,morning,friday,29.7,20.6,0.8478,1349.0,728.0,1838.0,1402.0,2.4724,1.3832
707,0,afternoon,friday,29.2,21.5,0.8573,1326.0,757.0,1835.0,1246.0,2.1388,1.347
708,0,afternoon,friday,29.6,20.1,0.8181,1356.0,729.0,1865.0,1342.0,2.2074,1.397
709,1,afternoon,friday,30.0,19.4,0.81,1460.0,680.0,1953.0,1489.0,3.1168,1.5312
710,1,afternoon,friday,29.5,20.1,0.8136,1497.0,679.0,1985.0,1532.0,3.19,1.5429
711,1,afternoon,friday,27.0,26.8,0.9403,1645.0,599.0,2228.0,1909.0,3.8024,1.6675
712,1,evening,friday,24.9,30.8,0.954,1557.0,615.0,2087.0,1757.0,3.9852,1.5791
713,1,evening,friday,23.1,36.7,1.0244,1747.0,557.0,2335.0,1983.0,4.1086,1.7122
714,1,evening,friday,21.5,40.8,1.0333,1482.0,660.0,1975.0,1703.0,3.1625,1.4045
715,0,evening,friday,20.5,41.5,0.9864,1211.0,816.0,1619.0,1246.0,0.6627,1.0754
716,0,night,friday,19.2,44.9,0.9875,1294.0,770.0,1687.0,1321.0,0.9506,1.1532
717,0,night,friday,18.8,47.7,1.0221,1300.0,777.0,1659.0,1375.0,0.9323,1.1106
718,0,night,saturday,18.2,49.7,1.0284,1402.0,736.0,1729.0,1456.0,1.0968,1.1691
719,0,night,saturday,16.1,57.4,1.0451,1349.0,707.0,1763.0,1442.0,1.1471,1.1681
720,0,night,saturday,16.3,55.3,1.0178,1161.0,827.0,1597.0,1243.0,0.7906,0.9988
721,0,night,saturday,15.7,53.6,0.9483,1022.0,916.0,1481.0,1078.0,0.5164,0.854
722,0,night,saturday,16.9,49.8,0.9514,948.0,1045.0,1430.0,939.0,0.2514,0.7454
723,0,morning,saturday,14.8,57.7,0.9644,933.0,1045.0,1403.0,937.0,0.2971,0.7422
724,0,morning,saturday,14.0,59.7,0.9499,1021.0,931.0,1483.0,1019.0,0.5438,0.8518
725,0,morning,saturday,14.6,56.8,0.9385,1134.0,794.0,1639.0,1140.0,0.6901,1.0424
726,0,morning,saturday,16.7,51.9,0.9788,1311.0,681.0,1838.0,1351.0,1.3939,1.2213
727,0,morning,saturday,20.0,45.0,1.039,1409.0,685.0,1874.0,1459.0,1.8966,1.2447
728,0,morning,saturday,23.9,33.7,0.9837,1301.0,787.0,1727.0,1297.0,1.467,1.1276
729,0,morning,saturday,26.8,29.5,1.0209,1354.0,765.0,1808.0,1291.0,1.6361,1.2032
730,0,morning,saturday,27.2,32.4,1.1493,1391.0,738.0,1840.0,1296.0,1.5995,1.2096
731,0,afternoon,saturday,26.9,32.1,1.1217,1200.0,879.0,1623.0,972.0,1.0877,0.9892
732,0,afternoon,saturday,24.3,41.8,1.2561,1338.0,798.0,1766.0,1194.0,0.9826,1.0818
733,0,afternoon,saturday,25.6,36.0,1.1629,1223.0,884.0,1610.0,880.0,0.8775,0.9988
734,0,afternoon,saturday,27.0,31.8,1.1176,1278.0,845.0,1691.0,909.0,0.9369,1.068
735,0,afternoon,saturday,27.5,31.6,1.1417,1257.0,860.0,1634.0,839.0,0.7541,1.036
736,0,evening,saturday,24.9,38.1,1.1838,1497.0,725.0,1899.0,1248.0,1.2933,1.2469
737,0,evening,saturday,23.4,39.7,1.1276,1567.0,661.0,1970.0,1476.0,2.1343,1.3629
738,0,evening,saturday,21.2,50.8,1.2631,1503.0,651.0,1863.0,1502.0,2.2165,1.2809
739,0,evening,saturday,15.6,73.5,1.2953,1169.0,906.0,1584.0,873.0,0.9232,0.9051
740,0,night,saturday,12.9,79.7,1.1774,1007.0,1157.0,1404.0,528.0,0.2925,0.6921
741,0,night,saturday,11.5,76.9,1.0436,1004.0,1157.0,1365.0,492.0,0.3245,0.7102
742,0,night,sunday,12.2,66.8,0.9455,967.0,1181.0,1321.0,463.0,0.3839,0.7038
743,0,night,sunday,12.4,64.1,0.9209,984.0,1131.0,1359.0,494.0,0.3199,0.7528
744,0,night,sunday,12.7,58.7,0.8605,931.0,1161.0,1317.0,503.0,0.2788,0.7336
745,0,night,sunday,12.6,58.6,0.8529,966.0,1083.0,1363.0,581.0,0.4205,0.7847
746,0,night,sunday,12.5,51.2,0.7374,777.0,1535.0,1121.0,350.0,0.1828,0.5548
747,0,morning,sunday,12.5,50.9,0.7346,763.0,1783.0,1098.0,305.0,0.0914,0.5015
748,0,morning,sunday,12.8,49.3,0.7285,804.0,1718.0,1148.0,329.0,0.1417,0.5377
749,0,morning,sunday,13.5,48.6,0.7487,830.0,1496.0,1184.0,375.0,0.1874,0.5697
750,0,morning,sunday,14.4,45.9,0.7476,833.0,1476.0,1180.0,373.0,0.1828,0.5888
751,0,morning,sunday,15.1,43.9,0.7487,875.0,1370.0,1206.0,385.0,0.16,0.6421
752,0,morning,sunday,16.6,38.6,0.7236,882.0,1346.0,1216.0,403.0,0.2011,0.6612
753,0,morning,sunday,17.2,35.0,0.6789,862.0,1320.0,1193.0,393.0,0.3245,0.6761
754,0,morning,sunday,17.4,33.9,0.6683,863.0,1290.0,1185.0,388.0,0.3016,0.6772
755,0,afternoon,sunday,17.9,30.7,0.6234,830.0,1389.0,1145.0,371.0,0.2102,0.6346
756,0,afternoon,sunday,18.3,27.2,0.5675,807.0,1488.0,1104.0,347.0,0.2285,0.6218
757,0,afternoon,sunday,19.4,25.7,0.5738,873.0,1343.0,1181.0,396.0,0.2331,0.7187
758,0,afternoon,sunday,20.2,24.1,0.563,931.0,1274.0,1219.0,474.0,0.2925,0.7869
759,0,afternoon,sunday,19.6,24.9,0.5625,918.0,1228.0,1219.0,505.0,0.6307,0.7965
760,0,evening,sunday,18.5,27.8,0.5843,1001.0,1122.0,1344.0,625.0,0.6261,0.8635
761,0,evening,sunday,17.8,30.3,0.6129,1169.0,883.0,1550.0,941.0,1.3848,1.1063
762,0,evening,sunday,16.6,34.0,0.6353,1085.0,976.0,1419.0,893.0,0.9323,0.9658
763,0,evening,sunday,15.5,37.0,0.6447,940.0,1103.0,1310.0,731.0,0.4342,0.8188
764,0,night,sunday,14.8,39.5,0.6595,1126.0,875.0,1654.0,955.0,1.5858,1.1532
765,0,night,sunday,14.5,42.0,0.6896,978.0,1013.0,1379.0,761.0,1.1517,0.9136
766,0,night,monday,14.1,44.9,0.7206,893.0,1192.0,1283.0,515.0,0.3016,0.7485
767,0,night,monday,14.2,45.5,0.7333,838.0,1361.0,1220.0,434.0,0.2057,0.6399
768,0,night,monday,14.1,45.3,0.7247,803.0,1513.0,1152.0,369.0,0.1645,0.5611
769,0,night,monday,14.0,44.3,0.7038,775.0,1722.0,1115.0,335.0,0.1188,0.5079
770,0,night,monday,14.1,43.0,0.689,767.0,1826.0,1091.0,319.0,0.0777,0.4834
771,0,morning,monday,13.9,43.9,0.6923,809.0,1575.0,1158.0,378.0,0.096,0.5548
772,0,morning,monday,14.0,43.8,0.6959,898.0,1271.0,1307.0,517.0,0.2742,0.7198
773,0,morning,monday,14.4,43.6,0.7113,1053.0,982.0,1464.0,786.0,0.7084,0.937
774,0,morning,monday,15.0,41.7,0.7093,1033.0,917.0,1490.0,844.0,1.074,0.9945
775,0,morning,monday,16.3,38.4,0.7052,941.0,1080.0,1343.0,720.0,0.4067,0.8305
776,0,morning,monday,18.3,32.3,0.676,941.0,1102.0,1328.0,668.0,0.3473,0.8327
777,0,morning,monday,18.8,31.7,0.6821,917.0,1098.0,1311.0,605.0,0.4616,0.822
778,0,morning,monday,19.6,30.9,0.6968,977.0,1038.0,1413.0,646.0,0.4981,0.8912
779,0,afternoon,monday,20.2,30.7,0.7176,994.0,1018.0,1436.0,640.0,0.6535,0.9061
780,0,afternoon,monday,19.7,32.5,0.7396,942.0,1065.0,1365.0,571.0,0.4753,0.8359
781,0,afternoon,monday,20.7,31.6,0.7602,981.0,1060.0,1395.0,605.0,0.489,0.8625
782,0,afternoon,monday,20.0,32.7,0.7545,984.0,1034.0,1410.0,636.0,0.6078,0.8859
783,0,afternoon,monday,18.6,35.4,0.7535,1116.0,864.0,1625.0,886.0,0.7815,1.068
784,0,evening,monday,18.3,35.9,0.7501,1181.0,787.0,1685.0,1032.0,1.8509,1.1862
785,0,evening,monday,17.8,37.5,0.7568,1163.0,811.0,1616.0,977.0,1.5264,1.1372
786,0,evening,monday,17.3,38.8,0.7584,1081.0,907.0,1496.0,924.0,1.0786,1.0115
787,0,evening,monday,17.3,38.8,0.7596,1017.0,1000.0,1441.0,846.0,0.4524,0.8966
788,0,night,monday,16.4,40.8,0.7542,966.0,1057.0,1359.0,755.0,0.425,0.8284
789,0,night,monday,16.0,41.4,0.7487,924.0,1158.0,1318.0,610.0,0.3748,0.7549
790,0,night,tuesday,15.4,43.0,0.7482,861.0,1351.0,1225.0,439.0,0.2331,0.6399
791,0,night,tuesday,15.7,42.5,0.7539,826.0,1424.0,1197.0,402.0,0.1874,0.5963
792,0,night,tuesday,15.6,43.4,0.7651,846.0,1385.0,1212.0,406.0,0.1417,0.5931
