,true_error,time_slot,day_of_week,T,RH,AH,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S5(O3),true_label,given_label
3494,0,afternoon,saturday,28.4,28.3,1.0798,979.0,835.0,936.0,700.0,0.8842,0.9188
3495,0,evening,saturday,26.6,32.1,1.102,1050.0,947.0,832.0,912.0,1.0788,0.9936
3496,0,evening,saturday,25.3,35.3,1.1262,1091.0,1037.0,770.0,1038.0,1.1672,1.0383
3497,0,evening,saturday,24.7,37.1,1.1397,1040.0,946.0,827.0,952.0,1.0257,0.9778
3498,0,evening,saturday,23.5,40.6,1.1588,997.0,879.0,885.0,887.0,0.9638,0.9641
3499,0,night,saturday,22.8,43.4,1.1915,1042.0,938.0,816.0,1004.0,0.9638,0.9998
3500,0,night,saturday,22.2,47.9,1.2626,1191.0,1055.0,707.0,1221.0,1.0257,1.0733
3501,0,night,sunday,21.3,50.5,1.2652,1149.0,996.0,754.0,1177.0,0.9196,1.0534
3502,0,night,sunday,20.6,53.2,1.2742,973.0,862.0,850.0,957.0,0.7162,0.9861
3503,0,night,sunday,19.6,56.6,1.2797,940.0,823.0,891.0,853.0,0.5659,0.9717
3504,0,night,sunday,18.8,59.5,1.2758,830.0,699.0,1012.0,736.0,0.4775,0.9195
3505,0,morning,sunday,19.3,57.0,1.2603,773.0,609.0,1169.0,590.0,0.3095,0.8625
3506,0,morning,sunday,18.2,60.8,1.2567,811.0,644.0,1144.0,655.0,0.3891,0.8851
3507,0,morning,sunday,16.8,66.8,1.2721,901.0,754.0,936.0,854.0,0.5482,0.9277
3508,0,morning,sunday,18.6,60.0,1.2757,969.0,886.0,863.0,953.0,0.6013,0.9964
3509,0,morning,sunday,22.2,48.0,1.2678,1027.0,933.0,806.0,1050.0,0.7516,1.006
3510,0,morning,sunday,26.5,35.7,1.2149,1094.0,1002.0,755.0,1114.0,0.9727,1.0548
3511,0,morning,sunday,30.0,28.5,1.1883,1083.0,984.0,784.0,1049.0,1.0169,1.0197
3512,0,morning,sunday,32.2,24.7,1.1696,1098.0,1015.0,754.0,996.0,1.1407,1.0355
3513,0,afternoon,sunday,29.6,28.6,1.1628,1059.0,1047.0,761.0,841.0,0.9373,1.0637
3514,0,afternoon,sunday,29.8,28.5,1.1809,1021.0,1009.0,771.0,769.0,0.7693,1.0609
3515,0,afternoon,sunday,31.1,26.1,1.163,925.0,768.0,987.0,541.0,0.619,0.8851
3516,0,afternoon,sunday,34.6,22.4,1.212,1045.0,910.0,878.0,742.0,0.9373,0.9511
3517,0,afternoon,sunday,33.2,25.4,1.2722,1303.0,1317.0,631.0,1196.0,1.3352,1.247
3518,0,evening,sunday,30.0,31.4,1.3074,1254.0,1204.0,668.0,1338.0,1.5828,1.1365
3519,0,evening,sunday,27.5,38.1,1.3756,1345.0,1306.0,587.0,1416.0,1.6624,1.2402
3520,0,evening,sunday,26.2,42.5,1.423,1273.0,1159.0,645.0,1341.0,1.6535,1.1701
3521,0,evening,sunday,24.7,46.4,1.4206,1096.0,931.0,766.0,1019.0,1.0699,1.0342
3522,0,night,sunday,23.6,50.0,1.4383,1077.0,920.0,778.0,935.0,0.8754,1.0362
3523,0,night,sunday,22.7,53.6,1.4632,1084.0,929.0,751.0,1081.0,0.8842,1.0417
3524,0,night,monday,22.7,53.8,1.4666,980.0,800.0,863.0,903.0,0.6986,0.9662
3525,0,night,monday,22.8,53.0,1.4577,882.0,713.0,978.0,731.0,0.504,0.9222
3526,0,night,monday,21.4,57.6,1.4469,851.0,655.0,1051.0,625.0,0.3802,0.8934
3527,0,night,monday,19.5,63.5,1.4269,804.0,601.0,1122.0,646.0,0.4421,0.8796
3528,0,morning,monday,20.2,60.8,1.4243,823.0,631.0,1090.0,671.0,0.4156,0.8954
3529,0,morning,monday,19.4,63.5,1.4139,903.0,748.0,937.0,801.0,0.5305,0.9428
3530,0,morning,monday,18.7,65.6,1.4039,1310.0,1344.0,573.0,1353.0,0.8047,1.3912
3531,0,morning,monday,23.5,49.7,1.4156,1479.0,1490.0,494.0,1749.0,1.4059,1.4736
3532,0,morning,monday,26.4,41.9,1.4237,1285.0,1243.0,599.0,1582.0,1.5297,1.2463
3533,0,morning,monday,29.9,34.0,1.4096,1262.0,1258.0,597.0,1484.0,1.5386,1.2601
3534,0,morning,monday,31.5,30.8,1.4017,1225.0,1227.0,643.0,1321.0,1.459,1.2182
3535,0,afternoon,monday,30.2,30.2,1.2744,1162.0,1188.0,676.0,1125.0,1.2026,1.1543
3536,0,afternoon,monday,30.5,29.3,1.2612,1103.0,1044.0,757.0,967.0,1.1053,1.0458
3537,0,afternoon,monday,31.8,27.4,1.2673,1120.0,1045.0,752.0,975.0,1.0788,1.0733
3538,0,afternoon,monday,34.3,23.2,1.2326,1169.0,1163.0,708.0,1025.0,1.0965,1.1255
3539,0,afternoon,monday,34.1,23.0,1.2081,1386.0,1522.0,560.0,1469.0,1.627,1.3665
3540,0,evening,monday,30.5,29.2,1.2585,1426.0,1577.0,521.0,1648.0,1.7685,1.4283
3541,0,evening,monday,28.1,32.4,1.2173,1476.0,1663.0,473.0,1785.0,1.9895,1.4881
3542,0,evening,monday,26.5,31.7,1.0787,1167.0,1282.0,633.0,1371.0,1.4855,1.1571
3543,0,evening,monday,24.8,33.7,1.0377,1032.0,1039.0,761.0,1071.0,1.0434,0.9991
3544,0,night,monday,23.9,38.1,1.1123,1034.0,972.0,747.0,1118.0,1.0169,0.9868
3545,0,night,monday,23.0,43.0,1.1897,986.0,885.0,835.0,931.0,0.8312,0.9662
3546,0,night,tuesday,23.5,44.7,1.2755,908.0,732.0,966.0,722.0,0.5482,0.9002
3547,0,night,tuesday,22.3,47.7,1.2643,891.0,714.0,957.0,773.0,0.6013,0.8893
3548,0,night,tuesday,22.1,49.8,1.3094,843.0,656.0,1042.0,665.0,0.4421,0.8728
3549,0,night,tuesday,20.8,55.9,1.3581,814.0,589.0,1119.0,565.0,0.3183,0.8556
3550,0,morning,tuesday,18.8,63.0,1.3582,869.0,673.0,1033.0,688.0,0.4686,0.8975
3551,0,morning,tuesday,18.3,65.5,1.3686,1013.0,905.0,804.0,974.0,0.6986,1.0293
3552,0,morning,tuesday,18.2,66.1,1.3679,1515.0,1584.0,496.0,1591.0,1.176,1.5711
3553,0,morning,tuesday,19.6,60.7,1.3713,1587.0,1795.0,425.0,1820.0,1.3087,1.738
3554,0,morning,tuesday,22.6,51.4,1.392,1490.0,1487.0,508.0,1807.0,1.4236,1.4523
3555,0,morning,tuesday,25.8,44.2,1.4512,1435.0,1408.0,537.0,1704.0,1.6889,1.3672
3556,0,morning,tuesday,28.5,39.0,1.4928,1246.0,1209.0,632.0,1270.0,1.3971,1.2305
3557,0,morning,tuesday,30.1,35.1,1.4782,1266.0,1231.0,615.0,1265.0,1.3883,1.2141
3558,0,afternoon,tuesday,29.4,36.4,1.4718,1277.0,1277.0,586.0,1226.0,1.6624,1.2676
3559,0,afternoon,tuesday,29.2,37.9,1.5116,1142.0,1073.0,671.0,987.0,1.2645,1.1227
3560,0,afternoon,tuesday,30.5,34.9,1.5015,1207.0,1136.0,645.0,1024.0,1.344,1.1646
3561,0,afternoon,tuesday,31.5,31.4,1.431,1252.0,1233.0,618.0,1127.0,1.4855,1.2079
3562,0,afternoon,tuesday,31.2,31.4,1.3987,1399.0,1468.0,531.0,1442.0,1.8127,1.4228
3563,0,evening,tuesday,28.5,37.2,1.4282,1464.0,1559.0,485.0,1639.0,1.8039,1.4819
3564,0,evening,tuesday,26.7,42.3,1.4618,1422.0,1520.0,494.0,1624.0,1.8569,1.4331
3565,0,evening,tuesday,24.8,49.0,1.5092,1308.0,1297.0,567.0,1454.0,1.5297,1.304
3566,0,evening,tuesday,23.6,53.6,1.5374,1137.0,1047.0,680.0,1138.0,1.0876,1.1124
3567,0,night,tuesday,23.0,55.8,1.548,1040.0,903.0,782.0,951.0,0.8135,1.0259
3568,0,night,tuesday,22.1,58.4,1.5393,1018.0,885.0,809.0,864.0,0.6809,1.0239
3569,0,night,wednesday,22.6,56.3,1.5233,962.0,808.0,866.0,868.0,0.6543,0.982
3570,0,night,wednesday,21.0,61.3,1.5031,930.0,768.0,916.0,825.0,0.6543,0.9675
3571,0,night,wednesday,23.0,54.0,1.501,812.0,613.0,1133.0,626.0,0.4156,0.8941
3572,0,night,wednesday,18.3,70.8,1.4794,878.0,702.0,949.0,822.0,0.3891,0.9428
3573,0,morning,wednesday,18.1,72.5,1.4876,922.0,764.0,892.0,905.0,0.6101,0.9717
3574,0,morning,wednesday,18.3,71.0,1.4807,1047.0,965.0,737.0,1075.0,0.6986,1.1028
3575,0,morning,wednesday,18.5,68.9,1.4565,1376.0,1452.0,521.0,1541.0,0.955,1.4578
3576,0,morning,wednesday,20.1,62.7,1.461,1514.0,1648.0,457.0,1749.0,1.0522,1.6481
3577,0,morning,wednesday,23.5,52.0,1.4833,1494.0,1528.0,479.0,1798.0,1.459,1.5114
3578,0,morning,wednesday,26.8,42.7,1.4864,1316.0,1298.0,562.0,1584.0,1.5209,1.2965
3579,0,morning,wednesday,29.1,36.7,1.4543,1269.0,1247.0,597.0,1441.0,1.5916,1.245
3580,0,morning,wednesday,30.8,32.0,1.4014,1152.0,1099.0,674.0,1093.0,1.1495,1.12
3581,0,afternoon,wednesday,27.9,37.0,1.372,1138.0,1117.0,657.0,1019.0,1.0611,1.1303
3582,0,afternoon,wednesday,28.5,37.3,1.4291,1132.0,1052.0,680.0,944.0,1.0346,1.1049
3583,0,afternoon,wednesday,30.2,32.9,1.3865,1186.0,1159.0,640.0,1046.0,1.2468,1.1681
3584,0,afternoon,wednesday,32.9,27.7,1.3622,1228.0,1184.0,657.0,1089.0,1.3352,1.1839
3585,0,afternoon,wednesday,32.2,28.8,1.3624,1424.0,1486.0,523.0,1537.0,1.9276,1.4311
3586,0,evening,wednesday,28.8,39.0,1.5203,1427.0,1458.0,507.0,1566.0,1.8834,1.407
3587,0,evening,wednesday,26.7,43.3,1.4881,1387.0,1473.0,508.0,1510.0,1.7154,1.418
3588,0,evening,wednesday,24.6,54.0,1.6461,1284.0,1249.0,582.0,1300.0,1.4767,1.2649
3589,0,evening,wednesday,23.4,59.9,1.6992,1110.0,1045.0,688.0,1058.0,1.0169,1.1248
3590,0,night,wednesday,22.5,62.6,1.6883,1110.0,1032.0,702.0,1002.0,0.8666,1.133
3591,0,night,wednesday,22.9,62.0,1.7127,1077.0,964.0,749.0,923.0,0.8223,1.0788
3592,0,night,thursday,22.2,64.9,1.719,1037.0,898.0,793.0,836.0,0.7693,1.0568
3593,0,night,thursday,21.4,68.5,1.7261,1002.0,854.0,818.0,779.0,0.6278,1.039
3594,0,night,thursday,22.2,63.0,1.6673,865.0,694.0,989.0,678.0,0.4333,0.9511
3595,0,night,thursday,21.1,63.8,1.5817,824.0,602.0,1138.0,593.0,0.3891,0.9181
3596,0,morning,thursday,22.9,57.5,1.5879,847.0,620.0,1085.0,670.0,0.5129,0.9195
3597,0,morning,thursday,21.3,63.2,1.5794,961.0,828.0,892.0,837.0,0.5836,1.0239
3598,0,morning,thursday,21.3,63.5,1.5941,1336.0,1340.0,540.0,1400.0,0.9904,1.407
3599,0,morning,thursday,23.7,54.4,1.5765,1251.0,1264.0,582.0,1393.0,0.9196,1.3026
3600,0,morning,thursday,25.0,50.8,1.5903,1290.0,1244.0,604.0,1415.0,0.9108,1.2724
3601,0,morning,thursday,26.3,48.1,1.6199,1215.0,1141.0,631.0,1285.0,1.0434,1.2127
3602,0,morning,thursday,26.4,47.3,1.6006,1248.0,1177.0,608.0,1230.0,1.1407,1.2251
3603,0,morning,thursday,29.3,39.5,1.5855,1233.0,1184.0,610.0,1147.0,1.123,1.2189
3604,0,afternoon,thursday,29.0,39.6,1.5581,1229.0,1217.0,599.0,1107.0,1.1495,1.2326
3605,0,afternoon,thursday,29.8,38.0,1.5642,1206.0,1175.0,618.0,1068.0,1.1495,1.199
3606,0,afternoon,thursday,30.4,37.2,1.588,1215.0,1150.0,608.0,1115.0,1.0434,1.19
3607,0,afternoon,thursday,31.5,34.9,1.5903,1330.0,1264.0,586.0,1362.0,1.291,1.2772
3608,0,afternoon,thursday,31.6,34.8,1.5925,1446.0,1434.0,522.0,1619.0,1.6801,1.4249
3609,0,evening,thursday,29.0,40.5,1.5949,1446.0,1458.0,501.0,1572.0,1.6712,1.4139
3610,0,evening,thursday,27.2,45.9,1.6302,1421.0,1444.0,510.0,1446.0,1.5297,1.4118
3611,0,evening,thursday,26.2,48.7,1.6256,1247.0,1206.0,600.0,1233.0,1.3087,1.2257
3612,0,evening,thursday,25.1,50.5,1.584,1168.0,1070.0,667.0,1102.0,1.0257,1.1303
3613,0,night,thursday,24.1,50.7,1.4959,1111.0,991.0,721.0,1028.0,0.9638,1.0705
3614,0,night,thursday,22.5,53.7,1.4486,1071.0,934.0,763.0,942.0,0.8312,1.0328
3615,0,night,friday,22.7,53.7,1.458,969.0,835.0,859.0,773.0,0.5659,0.9868
3616,0,night,friday,21.5,57.9,1.4658,942.0,780.0,915.0,737.0,0.5217,0.9744
3617,0,night,friday,22.3,55.8,1.4828,923.0,744.0,908.0,815.0,0.5659,0.9572
3618,0,night,friday,21.1,59.9,1.4789,851.0,618.0,1099.0,642.0,0.4598,0.9277
3619,0,morning,friday,20.4,63.0,1.4946,868.0,639.0,1093.0,610.0,0.4863,0.9387
3620,0,morning,friday,20.8,62.2,1.5119,1062.0,915.0,792.0,929.0,0.7339,1.0843
3621,0,morning,friday,21.3,61.6,1.5452,1418.0,1328.0,546.0,1427.0,1.008,1.3851
3622,0,morning,friday,21.9,60.2,1.56,1600.0,1641.0,440.0,1776.0,1.2114,1.6687
3623,0,morning,friday,23.0,56.4,1.5614,1583.0,1538.0,461.0,1788.0,1.4148,1.5203
3624,0,morning,friday,25.1,49.5,1.5572,1338.0,1305.0,543.0,1521.0,1.2203,1.3246
3625,0,morning,friday,26.6,44.3,1.5229,1285.0,1252.0,581.0,1293.0,1.1849,1.2814
3626,0,morning,friday,26.2,46.0,1.5422,1376.0,1359.0,530.0,1435.0,1.2645,1.372
3627,0,afternoon,friday,25.4,48.7,1.5594,1467.0,1477.0,491.0,1592.0,1.3529,1.4517
3628,0,afternoon,friday,25.6,48.3,1.558,1442.0,1403.0,518.0,1551.0,1.2822,1.3912
3629,0,afternoon,friday,25.7,47.8,1.5548,1358.0,1277.0,563.0,1429.0,1.0876,1.2992
3630,0,afternoon,friday,24.9,49.2,1.5251,1222.0,1133.0,624.0,1195.0,0.8489,1.166
3631,0,afternoon,friday,18.3,75.4,1.5682,1134.0,1017.0,724.0,981.0,0.9461,1.1207
3632,0,evening,friday,16.3,73.9,1.3601,1120.0,993.0,725.0,962.0,1.0522,1.0747
3633,0,evening,friday,15.6,75.7,1.3345,1103.0,997.0,736.0,914.0,0.9638,1.0657
3634,0,evening,friday,15.4,76.6,1.3334,985.0,805.0,895.0,785.0,0.9461,0.9545
3635,0,evening,friday,14.0,75.4,1.1988,795.0,596.0,1227.0,482.0,0.504,0.8158
3636,0,night,friday,14.9,60.5,1.0213,787.0,584.0,1317.0,446.0,0.5305,0.7753
3637,0,night,friday,15.5,50.9,0.888,839.0,701.0,1128.0,553.0,0.1945,0.7938
3638,0,night,saturday,15.6,50.0,0.8773,835.0,705.0,1117.0,592.0,0.0177,0.7972
3639,0,night,saturday,15.4,53.6,0.9326,837.0,693.0,1096.0,584.0,0.0619,0.8089
3640,0,night,saturday,15.4,53.9,0.9334,761.0,563.0,1316.0,451.0,0.0707,0.7595
3641,0,night,saturday,15.3,53.1,0.9181,724.0,495.0,1531.0,391.0,0.2387,0.7354
3642,0,morning,saturday,15.4,53.7,0.9295,718.0,486.0,1531.0,398.0,0.1238,0.7361
3643,0,morning,saturday,15.5,53.3,0.9308,744.0,525.0,1434.0,430.0,0.0265,0.7533
3644,0,morning,saturday,15.4,52.7,0.9178,782.0,591.0,1287.0,461.0,0.0796,0.776
3645,0,morning,saturday,15.7,51.1,0.9056,798.0,619.0,1204.0,500.0,0.1238,0.7815
3646,0,morning,saturday,16.9,47.7,0.9142,867.0,744.0,1067.0,594.0,0.4598,0.8288
3647,0,morning,saturday,18.2,41.9,0.8674,862.0,729.0,1103.0,603.0,0.5659,0.8041
3648,0,morning,saturday,19.1,37.0,0.8104,915.0,834.0,1006.0,686.0,0.5836,0.8536
3649,0,morning,saturday,19.3,34.8,0.771,857.0,813.0,1040.0,622.0,0.1238,0.8124
3650,0,afternoon,saturday,19.8,31.2,0.7127,837.0,812.0,1065.0,624.0,0.0796,0.8041
3651,0,afternoon,saturday,19.8,31.1,0.7104,805.0,740.0,1161.0,565.0,0.1061,0.767
3652,0,afternoon,saturday,20.2,28.6,0.6717,781.0,705.0,1203.0,514.0,0.1238,0.7334
3653,0,afternoon,saturday,22.1,24.8,0.6514,815.0,743.0,1183.0,536.0,0.1857,0.7519
3654,0,afternoon,saturday,21.1,27.7,0.6853,877.0,844.0,1048.0,669.0,0.3802,0.8192
3655,0,evening,saturday,20.1,30.3,0.7045,926.0,935.0,931.0,786.0,0.5482,0.8666
3656,0,evening,saturday,19.5,33.0,0.7384,987.0,971.0,876.0,891.0,0.6013,0.9009
3657,0,evening,saturday,19.3,32.3,0.7163,1004.0,1007.0,848.0,926.0,0.7162,0.9071
3658,0,evening,saturday,18.4,33.2,0.6975,897.0,875.0,937.0,902.0,0.7781,0.8426
3659,0,night,saturday,17.8,36.5,0.7366,1002.0,989.0,840.0,1011.0,0.8754,0.9325
3660,0,night,saturday,17.8,39.9,0.8035,1126.0,1111.0,746.0,1249.0,0.8666,1.0115
3661,0,night,sunday,17.0,43.0,0.8242,1067.0,1013.0,794.0,1133.0,0.8577,0.927
3662,0,night,sunday,15.5,52.2,0.9136,1063.0,1040.0,739.0,1166.0,0.8931,0.9703
3663,0,night,sunday,15.6,51.9,0.9135,915.0,893.0,872.0,953.0,0.7958,0.8838
3664,0,night,sunday,13.4,59.9,0.9173,844.0,786.0,969.0,831.0,0.5394,0.8419
3665,0,morning,sunday,12.5,63.2,0.9146,816.0,739.0,999.0,793.0,0.4863,0.8158
3666,0,morning,sunday,13.6,57.6,0.8941,768.0,671.0,1128.0,700.0,0.4068,0.7918
3667,0,morning,sunday,12.2,63.2,0.8964,835.0,785.0,989.0,780.0,0.4952,0.8405
3668,0,morning,sunday,14.6,56.4,0.9319,944.0,908.0,865.0,931.0,0.7339,0.9071
3669,0,morning,sunday,19.8,38.6,0.8831,810.0,651.0,1170.0,575.0,0.4863,0.767
3670,0,morning,sunday,21.6,33.4,0.8519,819.0,655.0,1222.0,507.0,0.4156,0.7581
3671,0,morning,sunday,22.0,32.2,0.8407,844.0,680.0,1147.0,518.0,0.5394,0.7753
3672,0,morning,sunday,22.7,30.2,0.8217,846.0,688.0,1127.0,518.0,0.5129,0.7815
3673,0,afternoon,sunday,22.3,30.4,0.8063,842.0,711.0,1077.0,516.0,0.5217,0.7966
3674,0,afternoon,sunday,22.1,30.5,0.7981,840.0,722.0,1048.0,507.0,0.4775,0.8027
3675,0,afternoon,sunday,22.1,29.5,0.7761,815.0,657.0,1166.0,490.0,0.6101,0.754
3676,0,afternoon,sunday,23.4,27.1,0.7681,838.0,685.0,1176.0,465.0,0.4775,0.7698
3677,0,afternoon,sunday,23.1,27.0,0.7538,992.0,987.0,823.0,781.0,0.84,0.9112
3678,0,evening,sunday,21.5,31.4,0.7943,990.0,891.0,908.0,765.0,0.8754,0.8776
3679,0,evening,sunday,20.3,35.5,0.833,1066.0,1004.0,795.0,1006.0,1.123,0.9504
3680,0,evening,sunday,19.6,36.3,0.8193,971.0,870.0,911.0,798.0,0.8666,0.8838
3681,0,evening,sunday,18.7,39.7,0.8482,963.0,887.0,853.0,938.0,0.9904,0.9002
3682,0,night,sunday,18.0,42.7,0.8745,1010.0,925.0,829.0,996.0,1.0169,0.9277
3683,0,night,sunday,17.1,47.6,0.9208,1054.0,978.0,768.0,1109.0,1.008,0.96
3684,0,night,monday,16.6,51.3,0.9634,998.0,920.0,802.0,1042.0,0.9108,0.9373
3685,0,night,monday,15.9,55.2,0.9881,919.0,802.0,891.0,940.0,0.7162,0.8687
3686,0,night,monday,14.9,58.9,0.9891,884.0,764.0,921.0,900.0,0.6632,0.8563
3687,0,night,monday,14.0,62.6,0.9948,820.0,674.0,1024.0,790.0,0.5659,0.8158
3688,0,morning,monday,14.1,61.7,0.9844,894.0,794.0,889.0,908.0,0.6278,0.8693
3689,0,morning,monday,14.4,60.3,0.9802,988.0,941.0,801.0,1035.0,0.8754,0.9607
3690,0,morning,monday,15.0,57.7,0.9778,1372.0,1477.0,542.0,1556.0,1.1672,1.3548
3691,0,morning,monday,16.9,50.3,0.958,1209.0,1262.0,618.0,1392.0,1.1937,1.1729
3692,0,morning,monday,19.7,40.2,0.9108,951.0,908.0,873.0,904.0,0.8312,0.9023
3693,0,morning,monday,22.2,33.6,0.8886,992.0,943.0,847.0,936.0,0.9108,0.9277
3694,0,morning,monday,23.7,29.6,0.8537,964.0,947.0,862.0,907.0,1.0876,0.9119
3695,0,morning,monday,21.9,30.7,0.7961,917.0,910.0,886.0,744.0,0.84,0.8755
3696,0,afternoon,monday,22.3,29.5,0.7838,937.0,942.0,852.0,773.0,0.7958,0.8762
3697,0,afternoon,monday,23.8,27.0,0.7845,961.0,949.0,853.0,812.0,0.8754,0.8968
3698,0,afternoon,monday,23.3,28.3,0.8012,969.0,962.0,829.0,856.0,0.9461,0.9037
3699,0,afternoon,monday,24.2,27.2,0.8128,1020.0,1042.0,788.0,927.0,0.9904,0.9621
3700,0,afternoon,monday,25.1,25.8,0.8065,1107.0,1219.0,683.0,1131.0,1.1672,1.0863
3701,0,evening,monday,22.3,29.2,0.7773,1119.0,1233.0,670.0,1270.0,1.3087,1.0568
3702,0,evening,monday,20.8,32.5,0.7873,1173.0,1322.0,633.0,1365.0,1.3971,1.1529
3703,0,evening,monday,19.1,36.8,0.8066,1097.0,1144.0,702.0,1274.0,1.2822,1.0417
3704,0,evening,monday,18.1,39.9,0.8232,1018.0,1024.0,758.0,1169.0,1.1318,0.9614
3705,0,night,monday,17.4,42.8,0.8463,932.0,914.0,837.0,1000.0,0.9285,0.8913
3706,0,night,monday,16.7,46.6,0.8793,897.0,849.0,891.0,910.0,0.7958,0.8604
3707,0,night,tuesday,17.1,46.8,0.9054,840.0,758.0,994.0,829.0,0.7516,0.8165
3708,0,night,tuesday,15.3,51.9,0.8982,802.0,680.0,1091.0,756.0,0.6455,0.7808
3709,0,night,tuesday,15.0,52.8,0.8929,765.0,637.0,1138.0,742.0,0.6543,0.7643
3710,0,night,tuesday,12.8,59.8,0.8801,748.0,595.0,1208.0,677.0,0.5394,0.7478
3711,0,morning,tuesday,11.9,62.7,0.8726,791.0,704.0,1057.0,748.0,0.6101,0.7924
3712,0,morning,tuesday,12.1,62.6,0.8825,875.0,871.0,890.0,890.0,0.7251,0.8604
3713,0,morning,tuesday,13.5,58.2,0.8944,1085.0,1164.0,707.0,1155.0,1.0611,1.0321
3714,0,morning,tuesday,14.4,55.7,0.9087,1268.0,1482.0,550.0,1533.0,1.1937,1.2697
3715,0,morning,tuesday,17.8,45.7,0.9224,1236.0,1332.0,601.0,1550.0,1.344,1.1557
3716,0,morning,tuesday,21.0,37.2,0.9155,1274.0,1294.0,615.0,2236.0,1.5651,1.0953
3717,0,morning,tuesday,24.5,29.8,0.9008,1250.0,1280.0,618.0,2178.0,1.6005,1.142
3718,0,morning,tuesday,26.4,26.4,0.8969,1224.0,1347.0,602.0,1901.0,1.5563,1.1468
3719,0,afternoon,tuesday,25.2,26.8,0.8451,1220.0,1344.0,605.0,1743.0,1.4413,1.1509
3720,0,afternoon,tuesday,26.1,24.8,0.8283,1166.0,1265.0,640.0,1502.0,1.5386,1.0781
3721,0,afternoon,tuesday,26.2,24.4,0.8174,1050.0,1084.0,748.0,1153.0,1.0346,0.9627
3722,0,afternoon,tuesday,28.9,21.3,0.8382,1174.0,1264.0,670.0,1287.0,1.2822,1.0973
3723,0,afternoon,tuesday,28.0,23.3,0.8681,1323.0,1474.0,554.0,1547.0,1.5297,1.2731
3724,0,evening,tuesday,24.7,27.9,0.8559,1432.0,1706.0,488.0,1842.0,1.8039,1.4407
3725,0,evening,tuesday,23.0,33.6,0.9302,1479.0,1756.0,466.0,1908.0,1.8481,1.4867
3726,0,evening,tuesday,20.9,45.8,1.1159,1309.0,1379.0,555.0,1693.0,1.5474,1.2642
3727,0,evening,tuesday,19.8,48.6,1.113,1089.0,1037.0,707.0,1336.0,1.1407,1.0163
3728,0,night,tuesday,19.8,47.7,1.0885,1009.0,911.0,788.0,1177.0,0.9815,0.9332
3729,0,night,tuesday,18.6,49.1,1.0435,930.0,796.0,883.0,977.0,0.7516,0.8673
3730,0,night,wednesday,17.2,53.9,1.0498,929.0,805.0,879.0,974.0,0.7604,0.8721
3731,0,night,wednesday,16.3,56.8,1.047,872.0,718.0,981.0,872.0,0.6278,0.8398
3732,0,night,wednesday,17.4,53.4,1.0541,790.0,601.0,1150.0,734.0,0.5305,0.7945
3733,0,night,wednesday,14.6,62.1,1.0236,789.0,596.0,1145.0,698.0,0.4244,0.7972
3734,0,morning,wednesday,17.1,52.5,1.013,769.0,586.0,1221.0,650.0,0.3979,0.7787
3735,0,morning,wednesday,15.2,58.3,0.9986,852.0,713.0,1029.0,749.0,0.4686,0.8261
3736,0,morning,wednesday,14.9,59.2,0.9985,1100.0,1097.0,739.0,1106.0,0.8312,1.041
3737,0,morning,wednesday,15.1,59.0,1.0086,1326.0,1504.0,510.0,1609.0,1.0788,1.3514
3738,0,morning,wednesday,19.0,47.8,1.0434,1433.0,1518.0,499.0,1770.0,1.5032,1.3548
3739,0,morning,wednesday,22.4,38.8,1.04,1310.0,1334.0,573.0,1633.0,1.5386,1.1996
3740,0,morning,wednesday,25.4,33.3,1.0679,1304.0,1272.0,593.0,1583.0,1.6889,1.1488
3741,0,morning,wednesday,27.2,30.4,1.081,1286.0,1286.0,593.0,1449.0,1.5828,1.1866
3742,0,afternoon,wednesday,25.5,34.8,1.1152,1217.0,1175.0,621.0,1451.0,1.3087,1.1289
3743,0,afternoon,wednesday,26.4,28.5,0.9658,1104.0,1099.0,698.0,1147.0,1.1407,1.0184
3744,0,afternoon,wednesday,27.7,25.1,0.9158,1143.0,1176.0,677.0,1108.0,1.3087,1.0651
3745,0,afternoon,wednesday,28.6,23.2,0.8917,1205.0,1295.0,626.0,1267.0,1.627,1.1076
3746,0,afternoon,wednesday,27.2,26.3,0.9317,1276.0,1340.0,597.0,1303.0,1.6624,1.1516
3747,0,evening,wednesday,25.3,33.0,1.0473,1440.0,1573.0,491.0,1643.0,1.8039,1.3713
3748,0,evening,wednesday,23.2,36.9,1.0346,1467.0,1643.0,467.0,1749.0,1.7773,1.4338
3749,0,evening,wednesday,21.6,43.3,1.1019,1339.0,1373.0,541.0,1585.0,1.459,1.234
3750,0,evening,wednesday,21.1,44.8,1.1088,1108.0,1061.0,685.0,1315.0,1.176,0.9984
3751,0,night,wednesday,19.7,49.3,1.1148,1116.0,1012.0,699.0,1290.0,1.1053,0.9923
3752,0,night,wednesday,20.3,47.8,1.1281,981.0,860.0,812.0,1059.0,0.8931,0.8913
3753,0,night,thursday,19.4,50.3,1.1201,947.0,798.0,869.0,943.0,0.6986,0.8762
3754,0,afternoon,thursday,24.6,44.1,1.3477,1200.0,1021.0,678.0,1157.0,0.8931,1.0369
3755,0,afternoon,thursday,25.6,43.4,1.4049,1290.0,1151.0,613.0,1219.0,0.9992,1.1248
3756,0,afternoon,thursday,26.1,42.6,1.4172,1366.0,1223.0,578.0,1288.0,1.0699,1.1976
